recipe_id,step,description
264,2,"Add the milk, cheese, oregano, cream, chilli flakes and salt and stir over a slow flame till the cheese melts completely and the sauce thickens. Keep aside."
265,1,Make sure the white sauce is thick in consistency.
269,1,It is highly recommended that this recipe be relished by diabetics only occasionally and in small quantities. This is just a mere ‘treat’ and does not qualify for a regular diabetic menu.
271,1,"Clean and wash all the vegetables and add to the prepared marinade, mix well and cook on a medium flame for 30 minutes or till the vegetables are slightly tender, while stirring occasionally."
271,2,Allow it to cool completely. Store in an air-tight container and refrigerate and serve chilled.
277,1,"Heat the oil in a non-stick kadhai, add the brinjal slices and sauté till they turn light brown in colour and crisp. Divide it into 2 equal portions and keep aside."
277,2,"In a greased baking tray, arrange a portion of brinjal slices at the bottom to make an even layer."
277,3,Pour the pizza sauce and spread it evenly to make a layer.
277,4,Put the sautéed vegetables and spread it evenly to make a layer.
277,5,Arrange the remaining brinjal slices evenly over it.
277,6,Pour the white sauce and spread it evenly to make a layer.
277,7,Sprinkle the breadcrumbs evenly over it and top with cheese.
277,8,Bake in a preheated oven at 200°c (400°f) for 15 to 20 minutes or till the cheese melts.
277,9,Serve hot.
279,1,"Combine the drumsticks and ¾ cup of water in a deep non-stick pan, cover with a lid and cook on a medium flame for 8 to 10 minutes, while stirring occasionally."
279,2,"Add all the remaining vegetables, salt and ½ cup of water and mix gently. Cover it with a lid and cook on a medium flame for 6 minutes, while stirring occasionally."
279,3,"Add the prepared paste, curry leaves and ¼ cup of water, mix gently and cook on a medium flame for 1 minute."
279,4,Add the curds and coconut oil and mix gently.
279,5,Serve hot.
283,1,"Soak the rice in enough water for 15 minutes,. Drain well and keep aside."
283,2,"Boil 2¼ cups of water and little salt in a deep non-stick pan, add the rice, mix gently and cook on a medium flame for 15 to 17 minutes or till the rice is cooked and the water is evaporated completely, while stirring occasionally."
283,3,"Transfer the rice into a plate and cool completely, add the prepared dressing and mix gently."
283,4,Divide the rice into 2 equal portions. Keep aside.
284,1,"Combine the avocado, lemon juice and little salt in a bowl, toss gently and keep aside."
306,1,Place the sponge ring on a serving dish.
306,2,Saturate it with soaking syrup.
306,3,Pipe the whipped cream around the base.
306,4,"Just before serving, fill the centre with the ice-cream. Sprinkle dried fruits on top."
306,5,Garnish with cherries.
307,1,"Allow it to cool completely, and pack in an air-tight tiffin box."
308,1,"Heat the oil in a wok or a non-stick pan, add the spring onion whites and sauté on a high flame for a minute."
308,2,Add baby corn and capsicum and sauté on a high flame for another 2 minutes.
308,3,Add the schezuan sauce and salt and mix well.
308,4,Add the spring onion greens and sauté on a high flame for another 30 seconds.
308,5,Divide the mixture into 4 equal portions and keep aside to cool for 5 minutes.
309,1,"Heat the oil in a non-stick pan, add the garlic and sauté till it browns lightly."
309,2,Add the basil leaves and mix well. Cool completely. 
309,3,"Add the lemon juice, sugar, salt and pepper and mix well."
320,1,"To get 3/4 cup of blanched spinach, add 31/2 cups of chopped spinach to a vesselful of hot water and cook for 3 to 4 minutes. Then drain, squeeze out all the water and wash in ice-cold water."
324,1,Boil the baby corn in salted water till they become soft and are cooked.
324,2,"Combine the baby corn with the prepared chutney in a bowl, toss well and keep aside for 10 minutes."
324,3,"Heat the butter in a broad non-stick pan, add the marinated baby corn and sauté on a medium flame for a minute."
324,4,"Add the cornflour, black salt and salt and sauté on a medium flame for another 2 to 3 minutes."
324,5,Serve hot with onions and lemon wedges.
330,1,Do not seal the banana leaf to tight. Leave enough space for expansion of the steam generated in steaming.
331,1,"Heat the ghee in a pan, add the ginger-garlic paste and sauté for 1 minute."
331,2,"Add the green chillies and colocasia, mix well and sauté for another 2 minutes."
331,3,Remove from the flame and keep aside to cool.
331,4,Add all the remaining ingredients including the almond paste and mix well.
331,5,Heat the coal and carefully place it in a bowl. Place this bowl in the pan with the colocasia mixture and cover the pan with a lid. Keep aside for 30 minutes.
331,6,"Divide the mixture into 4 equal portions and using a thick seekh (metal skewer), press each portion of the mixture on it with your fingers to make a 100 mm. (4”) long kebab."
331,7,Brush each kebab very lightly with oil and cook them over the grill or over a charcoal barbeque till the kebabs are evenly browned (approx. 3 to 4 minutes) on all sides.
331,8,Serve hot.
332,1,This barfi stays fresh for 3 days when stored in an air-tight container at room temperature.
335,1,"To blanch almonds, immerse the almonds in hot water and keep aside for 15 minutes. Remove, de-skin them and use as required."
340,1,"To make 4 tbsp of almond paste, soak 15 almonds in enough hot water and keep aside for 20 minutes. Drain, peel and blend to a smooth paste using ¼ cup of water."
343,1,Heat the ghee in a broad non-stick pan and add the mustard seeds.
343,2,"When the seeds crackle, add the onions and sauté on a medium flame for 1 minute."
343,3,"Add the ginger-green chilli paste, turmeric powder, chilli powder and coriander powder and sauté on a medium flame for another 1 minute."
343,4,"Add the potatoes and salt and mix well. Cover with a lid and cook on a medium flame for 5 to 7 minutes or till the potatoes are cooked, while stirring occasionally."
343,5,"Remove from the flame, add the curds and mix well. Keep aside."
345,1,"Combine the oil, nigella seeds, mustard seeds and coriander seeds and microwave on high for 2 minutes."
345,2,"Add the onions and curry leaves, mix well and microwave on high for 2 minutes."
345,3,"Add the prepared powder, tomatoes, tomato pulp, turmeric powder, chilli powder, salt and 1 tablespoon water, mix well. Cover with a lid and microwave on high for 3 minutes."
345,4,Serve hot with steamed rice or pulao.
373,1,"Heat ¾ cup of water in a deep non-stick pan, add the baking soda, cumin seeds, green chillies, salt and oil, mix well and cook on a medium flame for 1 minute."
373,2,"Add the bajra flour, mix well and cook on a medium flame for 1 to 2 minutes, while stirring continuously with help of a rolling pin."
373,3,Serve immediately topped it with masala dahi.
376,1,"To make ready to serve chaats, use pieces of khakhras as base and top with sweet corns, herbs and cheese."
381,1,Use ¼ cup of jowar flour instead of bajra flour and proceed as per the recipe.
384,1,"Combine the besan, curds and 1 cup of water in a deep bowl and mix well using a whisk. Keep aside."
384,2,"Heat the ghee in a deep non-stick pan, add the mustard seeds, cumin seeds and asafoetida."
384,3,"When the seeds crackle, add the ginger-green chilli paste, red chillies and curry leaves and sauté on a medium flame for 30 seconds."
384,4,"Add the besan-curd mixture, salt and sugar, mix well and cook on a medium flame for 5 minutes, while stirring continuously. Keep aside."
385,1,Heat the oil in a broad non-stick pan and add the cumin seeds and mustard seeds.
385,2,"When the seeds crackle, add the onions and green chillies and sauté on a medium flame for 2 minutes."
385,3,"Add the turmeric powder, coriander-cumin seeds powder, lemon juice and salt and sauté on a medium flame for 30 seconds."
385,4,"Add the bajra rotla pieces and coriander, mix well and cook on a medium flame for 3 to 4 minutes, while stirring occasionally."
385,5,Serve immediately.
388,1,Place a portion of the filling mixture on one half of each rolled circle and fold it over to make a semi-circle.
388,2,"Lift the paratha carefully and place it on a non-stick pan. Using a little oil, cook on both sides till they are golden brown. These have to be cooked on a very slow flame as the rotis are thicker and will take a while to cook."
388,3,Repeat with the remaining dough circles and filling mixture to make 3 more parathas.
388,4,Serve hot.
389,1,Heat a non-stick tava (griddle) and grease it lightly using a little oil.
389,2,Pour a spoonful of the batter and spread it evenly to make a 125 mm. (5”) diameter circle.
389,3,"Cook on both the sides, using a little oil, till it turns golden brown in colour."
389,4,Repeat with the remaining batter to make 14 more pudas.
389,5,Serve immediately with green chutney.
393,1,Spread the cottage cheese mixture over the fruit and bake in a pre-heated oven at 220°c (440°f) for 15 minutes.
393,2,Serve warm.
395,1,Boil the cabbage leaves in salted water for 2 to 3 minutes. Drain and keep aside.
395,2,"Grease a 175 mm. (7”) diameter baking dish with butter, arrange the cabbage leaves on it."
395,3,Pour the baked beans mixture over it and spread it evenly.
395,4,"Arrange the potato slices over it, sprinkle little salt and pepper over them."
395,5,Finally pour the white sauce over it and sprinkle the cheese.
395,6,Bake in a pre-heated oven at 200°c (400°f) for 10 to 12 minutes or microwave on high for 3 to 4 minutes.
395,7,Serve immediately.
398,1,"Heat oil in a broad non-stick pan, add the onions and garlic and sauté for 30 seconds on a medium flame."
398,2,"Add the red capsicum, mix well  and cook on a medium flame for 1 minute."
398,3,"Add baked beans, dry red chilli flakes, oregano and salt and cook for 2 minutes on a medium flame. Keep aside."
399,1,"Heat the butter in a broad non-stick pan, add the onions and sauté on a medium flame for 1 minute."
399,2,Add the garlic paste and capsicum and sauté on a medium flame for 2 to 3 minutes.
399,3,"Add the chilli powder, baked beans, tomato ketchup and salt, mix well and cook on a medium flame for 2 minutes, while stirring occasionally. Keep aside."
400,1,"Heat the ghee in a deep non-stick pan, add the besan and sauté on a medium flame for 5 minutes."
400,2,Transfer the mixture into a big plate and cool completely.
